,Instance,HFactor,BFactor,FFactor,EFactor,fperiod,ADI,ADI_ue,ADIoe,F1,RMSE,R2,norm,MSE,area_c2f,SSIM,area_farsite,time
0,0,0.9,0.5,0.5,0.5,1,1.3580547112462007,1.3519756838905774,0.0060790273556231,0.7926082570113397,0.14217817497811377,-0.3703709021973012,47.265209192385896,0.020214633440107137,1655,0.9706636832450684,3869,2.976491928100586
1,1,0.9,0.5,0.5,0.5,2,1.4922779922779923,1.4897039897039897,0.002574002574002574,0.7809680576420713,0.14485774664332632,-0.509730547564488,48.155996511338024,0.020983766762582116,1558,0.9699681743430137,3869,2.0582821369171143
2,2,0.9,0.5,0.5,0.6,1,0.7438053097345133,0.7119469026548673,0.03185840707964602,0.8605448951060088,0.12333183907798563,0.2636208903787156,41.0,0.015210742530358144,2332,0.975072621653069,3869,3.446150779724121
3,3,0.9,0.5,0.5,0.6,2,0.877462758289284,0.8592023065833734,0.01826045170591062,0.84328266838737,0.1285410187147559,0.12142697470433916,42.731721238442994,0.01652279349222723,2119,0.9740649155459019,3869,2.2625350952148438
4,4,0.9,0.5,0.5,0.7,1,0.44722026741731175,0.3613652357494722,0.08585503166783955,0.9056582736212154,0.10724180774227823,0.5763088070851524,35.651086939951774,0.011500805327831768,3086,0.9786326621076882,3869,4.103063106536865
5,5,0.9,0.5,0.5,0.7,2,0.47528377883559136,0.4166971805199561,0.0585865983156353,0.9009651657830933,0.1083748968422075,0.5389597891506008,36.02776706930364,0.011745118265559115,2891,0.9787335888686207,3869,2.4701480865478516
6,6,0.9,0.5,0.5,0.7999999999999999,1,0.31982116244411324,0.15320417287630403,0.16661698956780924,0.9285518261954679,0.09853515676057568,0.7157902358493731,32.7566787083184,0.009709177117831225,3914,0.9813724519677115,3869,4.202951908111572
7,7,0.9,0.5,0.5,0.7999999999999999,2,0.31814038286235186,0.17563050744454572,0.14250987541780613,0.9289271083965662,0.09733402697632064,0.7117349581599216,32.357379374726875,0.009473912807427114,3760,0.9814527075695089,3869,2.7234978675842285
8,8,0.9,0.5,0.5,0.8999999999999999,1,0.38705234159779617,0.06584022038567493,0.3212121212121212,0.9156187016265813,0.1127533653118401,0.6937574660243379,37.48332962798263,0.012713321389145266,4796,0.9787260965022858,3869,4.6215760707855225
9,9,0.9,0.5,0.5,0.8999999999999999,2,0.3092124382446963,0.12438244696309213,0.18482999128160418,0.9305513830883217,0.0981210450001533,0.7290272682386925,32.61901286060018,0.009627739471922109,4077,0.9821156331761032,3869,2.7892982959747314
10,10,0.9,0.5,0.6,0.5,1,1.3580547112462007,1.3519756838905774,0.0060790273556231,0.7926082570113397,0.14217817497811377,-0.3703709021973012,47.265209192385896,0.020214633440107137,1655,0.9706636832450684,3869,3.0454437732696533
11,11,0.9,0.5,0.6,0.5,2,1.4922779922779923,1.4897039897039897,0.002574002574002574,0.7809680576420713,0.14485774664332632,-0.509730547564488,48.155996511338024,0.020983766762582116,1558,0.9699681743430137,3869,2.0146231651306152
12,12,0.9,0.5,0.6,0.6,1,0.7438053097345133,0.7119469026548673,0.03185840707964602,0.8605448951060088,0.12333183907798563,0.2636208903787156,41.0,0.015210742530358144,2332,0.975072621653069,3869,3.4868979454040527
13,13,0.9,0.5,0.6,0.6,2,0.877462758289284,0.8592023065833734,0.01826045170591062,0.84328266838737,0.1285410187147559,0.12142697470433916,42.731721238442994,0.01652279349222723,2119,0.9740649155459019,3869,2.2388010025024414
14,14,0.9,0.5,0.6,0.7,1,0.44722026741731175,0.3613652357494722,0.08585503166783955,0.9056582736212154,0.10724180774227823,0.5763088070851524,35.651086939951774,0.011500805327831768,3086,0.9786326621076882,3869,3.908717155456543
15,15,0.9,0.5,0.6,0.7,2,0.47528377883559136,0.4166971805199561,0.0585865983156353,0.9009651657830933,0.1083748968422075,0.5389597891506008,36.02776706930364,0.011745118265559115,2891,0.9787335888686207,3869,2.513930082321167
16,16,0.9,0.5,0.6,0.7999999999999999,1,0.31982116244411324,0.15320417287630403,0.16661698956780924,0.9285518261954679,0.09853515676057568,0.7157902358493731,32.7566787083184,0.009709177117831225,3914,0.9813724519677115,3869,4.391355752944946
17,17,0.9,0.5,0.6,0.7999999999999999,2,0.31814038286235186,0.17563050744454572,0.14250987541780613,0.9289271083965662,0.09733402697632064,0.7117349581599216,32.357379374726875,0.009473912807427114,3760,0.9814527075695089,3869,2.7528741359710693
